店名,網站,地址,電話,營業時間,評分,評分數量,城市,區域,接受狗,接受貓,接受小型犬,接受中型犬,接受大型犬,接受兔子,接受倉鼠,接受鳥類,接受爬蟲類,接受其他小動物,支援寵物類型
五代寵物沙龍（台南寵物美容推薦／台南寵物住宿／寵物接送／寵物狗狗安親班／寵物狗狗貓鮮食零食推薦／寵物托兒所安親班）,https://lin.ee/ok4RY9N,704台灣台南市北區和緯路四段362號,06 252 3819,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 12:00 – 21:30,4.6,91.0,高雄市,湖內區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
小客廳寵物旅館 The Living Room Pet Hotel,https://info033269.wixsite.com/thelivingroomtw,114台灣台北市內湖區成功路四段30巷19號,02 8791 8081,星期一: 08:15 – 21:00 | 星期二: 08:15 – 21:00 | 星期三: 08:15 – 21:00 | 星期四: 08:15 – 21:00 | 星期五: 08:15 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.8,112.0,高雄市,湖內區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
蘆洲福貓-貓咪旅館,http://www.fumao98.com.tw/,247台灣新北市蘆洲區永安南路二段98號,0903 270 855,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5.0,87.0,高雄市,永安區,False,True,False,False,False,False,False,False,False,False,貓
喵汪美安宿-天母旗艦館 犬貓寵物美容 | 安親住宿 | 溫水舒緩泳池 國寶寵物,,111台灣台北市士林區中山北路七段20號,02 2872 1089,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,81.0,高雄市,茂林區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
酉家寵物旅館,http://yuepet2019.com.tw/,111台灣台北市士林區士東路18號1樓,02 2834 1296,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.6,58.0,高雄市,茂林區,True,True,True,False,True,False,False,False,False,False,小型犬、大型犬、貓
萌旅寵物美容沙龍旅館（預約制，加LINE預約：@momogo）,https://www.instagram.com/cutepet_2o23/,744台灣台南市新市區豐榮59-21號,0916 338 242,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 休息 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5.0,39.0,高雄市,甲仙區,False,False,False,False,False,False,False,False,False,False,未明確說明
金狗錐狗狗寵物旅館（預約制）小型犬安親住宿、狗狗美容,https://www.facebook.com/105885414560021/posts/130438382104724/?extid=ZJOZ242l9TrCRuqG&d=n,105台灣台北市松山區南京東路五段163-4號,02 2749 4873,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5.0,58.0,高雄市,茂林區,True,False,True,False,False,False,False,False,False,False,小型犬
喵了個汪寵物美容寵物住宿,https://www.meowawoof2023.com/,112台灣台北市北投區中和街275號,02 2898 6300,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.9,76.0,高雄市,茂林區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
NaNa（娜娜）寵物旅館/美容/安親,,807台灣高雄市三民區民族一路457號,0909 566 822,,4.2,44.0,高雄市,那瑪夏區,False,False,False,False,False,False,False,False,False,False,未明確說明
家裡寵物旅館-幼幼館,https://www.facebook.com/homedoghotel195,"1樓, No. 195號長安東路二段中山區台北市台灣 10490",02 2731 9200,"星期一: 10:00 – 12:00, 13:30 – 20:00 | 星期二: 10:00 – 12:00, 13:30 – 20:00 | 星期三: 10:00 – 12:00, 13:30 – 20:00 | 星期四: 10:00 – 12:00, 13:30 – 20:00 | 星期五: 10:00 – 12:00, 13:30 – 20:00 | 星期六: 10:00 – 12:00, 13:30 – 20:00 | 星期日: 10:00 – 12:00, 13:30 – 20:00",4.9,121.0,高雄市,茂林區,False,False,False,False,False,False,False,False,False,False,未明確說明
萌犬食堂寵物美容/住宿,https://m.facebook.com/maryandme2/?tsid=0.5942425234711539&source=result,826台灣高雄市梓官區中正路95號,07 619 5958,,4.7,35.0,高雄市,彌陀區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
遇見貓寵物旅館,https://www.facebook.com/102064794534658/,600台灣嘉義市西區湖子內路49巷48號,0984 197 501,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,4.9,46.0,高雄市,那瑪夏區,False,True,False,False,False,False,False,False,False,False,貓
好狗仔寵物旅店-嘉義寵物旅館 嘉義寵物住宿 嘉義寵物安親 嘉義寵物洗澡 嘉義狗旅館,https://gooddogpethotel.weebly.com/,600台灣嘉義市西區永康三街21號,05 236 7118,星期一: 休息 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 16:00,4.9,30.0,高雄市,那瑪夏區,True,False,True,False,False,False,False,False,False,False,小型犬
Tiere堤柇 寵物住宿/寵物SPA,https://zh-tw.facebook.com/tiere.pethotel/,220台灣新北市板橋區文聖街194號1F,02 2250 1377,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.6,252.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛起來住寵物旅館 新北市板橋狗貓住宿,http://www.m769hotel.com/,220台灣新北市板橋區富山街89號,0919 330 540,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.9,290.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
熊讚寵物精緻旅館,,220台灣新北市板橋區館前西路120號2樓,0919 631 066,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,4.8,60.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
新北市 板橋 澎澎寵物旅館,https://m.facebook.com/pongpong168/,22052台灣新北市板橋區新生街29巷15弄2號1樓,0926 876 651,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,4.9,374.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
貓肥家貓咪旅館 / 板橋新埔,https://www.catfathotel.com/,220台灣新北市板橋區文化路二段45號,02 2250 2567,星期一: 13:00 – 20:30 | 星期二: 13:00 – 20:30 | 星期三: 13:00 – 20:30 | 星期四: 13:00 – 20:30 | 星期五: 13:00 – 20:30 | 星期六: 13:00 – 20:30 | 星期日: 13:00 – 20:30,4.9,264.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
板橋享沐寵物美容旅館PET SPA HOTEL(鄰近新埔捷運站),https://www.enjoybath.com.tw//,220台灣新北市板橋區光武街40號,02 2258 8338,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,84.0,新北市,板橋區,True,True,True,False,True,False,False,False,False,False,小型犬、大型犬、貓
星空貓旅,https://m.facebook.com/starhousecat/,220台灣新北市板橋區長江路一段136巷10號,0900 615 571,星期一: 09:30 – 22:00 | 星期二: 09:30 – 22:00 | 星期三: 09:30 – 22:00 | 星期四: 09:30 – 22:00 | 星期五: 09:30 – 22:30 | 星期六: 09:30 – 22:00 | 星期日: 09:30 – 22:00,5.0,50.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
Neko house 享窩窩貓旅工作室,http://starhousecat.com/,"1f No. 10號, 長江路一段136巷板橋區新北市台灣 220",0963 477 721,星期一: 08:30 – 22:30 | 星期二: 08:30 – 22:30 | 星期三: 08:30 – 22:30 | 星期四: 08:30 – 22:30 | 星期五: 08:30 – 22:30 | 星期六: 08:30 – 22:30 | 星期日: 08:30 – 22:30,5.0,347.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
PIG HOUSE豬窩貓狗美容旅館-板橋店,https://www.pighousedogcat.com.tw/,220台灣新北市板橋區民生路三段108號,02 2258 0761,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30,4.6,205.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
貓星球貓咪旅館 Line id:@515qujrd（幼貓寵物店）,https://www.facebook.com/CatsPetHotel/,220台灣新北市板橋區重慶路346巷5號,02 2956 0416,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 09:00 – 22:00,4.8,126.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
狗勾寓所 |板橋寵物旅館| 寵物安親| 寵物美容| dogsretreat |,https://www.dogsretreat.com.tw/,220台灣新北市板橋區合宜路131號,02 2968 6722,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5.0,66.0,新北市,板橋區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
喵毛屋貓咪旅館 新北頂級純貓住宿推薦|獨立空間 景觀別墅 房間型|高cp寄宿 專業照顧|近捷運新埔 民生站,http://meowmao.com/,220台灣新北市板橋區民生路三段178號1樓,02 6604 3999,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,5.0,18.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
窩在一起 寵物旅館,https://staytogetherpethotel.com/,220台灣新北市板橋區長江路2段217巷2弄2號1樓,0919 211 063,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,4.0,新北市,板橋區,True,False,False,False,True,False,False,False,False,False,大型犬
喜多寵物美容住宿旅館,,220台灣新北市板橋區板新路133號,02 2962 6885,星期一: 11:30 – 22:30 | 星期二: 11:30 – 22:30 | 星期三: 休息 | 星期四: 11:30 – 22:30 | 星期五: 11:30 – 22:30 | 星期六: 11:30 – 22:30 | 星期日: 11:30 – 22:30,4.8,106.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
朵貓貓旅館,https://www.facebook.com/%E6%9C%B5%E8%B2%93%E8%B2%93%E6%97%85%E9%A4%A8-Domomo-Cat-Hotel-1940478429590958/,220台灣新北市板橋區金門街372巷28號1樓,02 2685 2325,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.9,117.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
星貝貝寵物旅館,,220台灣新北市板橋區莊敬路228號,02 2259 0079,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,5.0,9.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
MaAh喵品行旅 貓安親｜住宿(預約制) 板橋貓旅館,https://maahhotel.com.tw/,220台灣新北市板橋區合宜路217號面公園G棟,0900 281 261,星期一: 11:30 – 19:30 | 星期二: 11:30 – 19:30 | 星期三: 11:30 – 19:30 | 星期四: 11:30 – 19:30 | 星期五: 11:30 – 19:30 | 星期六: 11:30 – 19:30 | 星期日: 11:30 – 19:30,4.9,31.0,新北市,板橋區,False,True,False,False,False,True,False,False,False,False,貓、兔子
回家·貓旅館,https://www.facebook.com/miaohome/,220台灣新北市板橋區松柏街1巷13號,02 2255 0011,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 13:00 – 20:00 | 星期五: 13:00 – 20:00 | 星期六: 13:00 – 20:00 | 星期日: 13:00 – 20:00,4.9,88.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
約伯行旅（貓咪旅館）,,220台灣新北市板橋區民族路129巷12弄15號,02 8951 7770,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 休息 | 星期日: 休息,5.0,26.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
樂豪寵物貓舍&住宿&美容,http://lehaocathouse.com/,220台灣新北市板橋區中正路348號,02 8965 1685,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,5.0,65.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
Go house寵物旅館,https://lin.ee/i65aA6p,220台灣新北市板橋區仁化街42巷5弄1號,,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,7.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛寓所寵物美容旅店,https://www.maoshower.com/,220100台灣新北市板橋區溪北路30號,02 2683 4899,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.9,180.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
糖果屋貓咪旅館,http://candy7813.blogspot.com/,220台灣新北市板橋區大觀路二段7巷24號,0985 988 562,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.6,32.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
貓咚貓旅館-板橋貓旅館,,220台灣新北市板橋區文化路二段441巷29號,02 2250 7083,,4.9,14.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
巴帝寵物旅店 BUDDY dog hotel & salon,https://www.facebook.com/BUDDY.TAIPEI/,220台灣新北市板橋區文化路一段136巷10號,,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 09:30 – 21:00,4.4,55.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛小愛寵物保姆/過年有空/不關籠寄宿/到府服務/寵物貓狗到府美容,https://liff.line.me/1645278921-kWRPP32q/?accountId=fluv.tw,220台灣新北市板橋區莒光路78巷17號,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,16.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
Bunny兔旅宿,,220台灣新北市板橋區民生路三段30號,0903 041 736,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,,,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
樂牧寵物旅館,https://www.facebook.com/lovemu668107,242台灣新北市新莊區建興街20號,0981 668 107,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5.0,135.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
雅筑與鼯寶用品專賣店/非犬貓用品旅館(+line預約:@lkl4725u)蜜袋鼯寄宿/乾糧/食譜/奶粉（寄宿區冷暖氣機24h使用）,https://nana0989929432.gogoshopapp.com/,220台灣新北市板橋區成都街83號一樓,0989 929 432,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 12:00 – 13:00 | 星期日: 12:00 – 13:00,5.0,591.0,新北市,板橋區,True,True,True,True,True,False,True,False,True,True,小型犬、中型犬、大型犬、貓、倉鼠、爬蟲類、其他小動物
Pet 伴寵物旅舍,https://www.facebook.com/pg/Pet-%E4%BC%B4-%E5%AF%B5%E7%89%A9%E6%97%85%E8%88%8D-%E6%96%B0%E5%8C%97%E7%89%B9%E5%AF%B5584%E8%99%9F-1901709803430302/about/?ref=page_internal,235台灣新北市中和區員山路483號,02 2228 6909,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.8,32.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
茶比寵物旅館 〔 中和寵物住宿 〕,https://www.facebook.com/chubbypethotel?mibextid=LQQJ4d,235台灣新北市中和區景平路559號,02 8245 2232,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,4.9,81.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
宅貓寓所貓旅館,https://www.home-cat-home.com.tw/,235台灣新北市中和區中山路三段20號1樓,0939 999 560,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,101.0,新北市,板橋區,True,True,True,False,False,False,False,False,False,False,小型犬、貓
Dora朵菈寵物旅館,https://www.facebook.com/dora.pets.life,24250台灣新北市新莊區思源路166巷41號,02 2279 9891,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 休息 | 星期日: 11:00 – 21:00,4.9,26.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
捲尾巴寵物旅宿/新北寵物旅館/永和寵物旅館/狗旅館/狗狗安親/狗狗過夜,https://www.facebook.com/petpawshotel/,234009台灣新北市永和區永平路300號,,星期一: 休息 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,4.7,41.0,新北市,板橋區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
三毛寵物旅館/三毛寵物美容/貓咪住宿/狗狗美容/狗狗洗澡,https://somemore-pet.com.tw/,234台灣新北市永和區中和路421巷3弄1號1樓,02 2925 8933,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.6,365.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
Amazing Dog 好狗狗｜寵物訓練｜寵物旅館,https://instagram.com/amazingdog.training.hotel?igshid=YTQwZjQ0NmI0OA==,235024台灣新北市中和區中原街106號,02 8221 1683,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,4.9,62.0,新北市,板橋區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
聽貓說 貓咪旅館,https://www.facebook.com/profile.php?id=100093652426905,236台灣新北市土城區中正路67巷33號,0905 618 258,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 11:30 – 20:30,5.0,328.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
寵愛窩SPA寵物沙龍(皮卡丘寵物美容學苑) - 新北 土城 板橋寵物美容住宿推薦 寵物洗澡美容 寵物安親住宿 專業寵物美容教學 狗狗貓咪洗澡剪毛 寵物spa 純手吹 手剪 無烘箱 皮毛調理 寵物旅館 狗狗剪毛 洗澡 美容,https://www.facebook.com/%E5%AF%B5%E6%84%9B%E7%AA%A9spa%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-107789541065430/,236台灣新北市土城區學成路156號1樓,02 2273 0085,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 休息 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,4.8,50.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
PIG HOUSE 豬窩 - 中和專業寵物貓狗美容spa推薦 精緻貓狗美容接送價格 住宿 安親 貓咪狗狗安親住宿 寵物旅館優質費用 寵物洗澡 首選 沙龍 優質造型修剪 沐浴,https://www.pighousedogcat.com.tw/,235台灣新北市中和區民德路60號1樓,02 2958 2227,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30,4.6,248.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
Star Cats Hotel 星寵貓旅 ｜貓咪住宿｜洗澡美容｜貓咪美容｜碳酸SPA,https://starcatshotel.weebly.com/,236台灣新北市土城區青雲路185之1號,02 2262 8866,星期一: 11:30 – 21:00 | 星期二: 11:30 – 21:00 | 星期三: 11:30 – 21:00 | 星期四: 11:30 – 21:00 | 星期五: 11:30 – 21:00 | 星期六: 11:30 – 21:00 | 星期日: 11:30 – 21:00,5.0,222.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
維拉薇菈寵物旅館,https://www.facebook.com/villavillapethotel/?modal=admin_todo_tour,242台灣新北市新莊區幸福東路115號,02 2990 8900,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.8,95.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
卡澄寵物美容寵物住宿,https://www.facebook.com/profile.php?id=100090632528155,236台灣新北市土城區福仁街14號1樓,02 8273 3068,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,45.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
可愛屋寵物沙龍/住宿 土城店,https://instagram.com/qhouse_for_pets?igshid=OGQ5ZDc2ODk2ZA==,236台灣新北市土城區中央路一段45巷7號,02 2264 9688,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 10:00 – 19:00,4.7,59.0,新北市,板橋區,False,False,False,False,False,False,False,False,False,False,未明確說明
Hercat.愛貓仕貓咪旅館,https://www.facebook.com/Hercat%E6%84%9B%E8%B2%93%E4%BB%95-100912734895253/,236台灣新北市土城區廣明街90巷25號1樓,02 8966 0912,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,4.9,93.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
PIG HOUSE豬窩寵物貓狗美容旅館-土城旗艦店,https://www.pighousedogcat.com.tw/,236台灣新北市土城區明峰街6巷35號1樓,02 2262 4132,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 休息 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30,5.0,108.0,新北市,板橋區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
小米毛澡堂/皮膚養護/貓咪美容/寵物住宿,,24247台灣新北市新莊區中港路406巷2號,02 2996 0060,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 休息 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5.0,116.0,新北市,板橋區,False,True,False,False,False,False,False,False,False,False,貓
