店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,類型
萬華動物醫院,108台灣台北市萬華區昆明街165號,02 2361 4831,,3.5,70,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,5,台北市,萬華區,醫院
寶血動物醫院｜貓狗捐血輸血,108台灣台北市萬華區中華路二段6號1樓,02 2388 0110,https://dogcatbloodbank.com/,4.8,34,"星期一: 12:00 – 17:00, 18:00 – 21:00 | 星期二: 12:00 – 17:00, 18:00 – 21:00 | 星期三: 休息 | 星期四: 12:00 – 17:00, 18:00 – 21:00 | 星期五: 12:00 – 17:00, 18:00 – 21:00 | 星期六: 12:00 – 17:00, 18:00 – 21:00 | 星期日: 休息",5,台北市,萬華區,醫院
環南動物醫院,108台灣萬華區和平西路三段205號,02 2302 0109,,4.4,60,"星期一: 11:30 – 12:00, 14:00 – 20:00 | 星期二: 11:30 – 12:00, 14:00 – 20:00 | 星期三: 11:30 – 12:00, 14:00 – 20:00 | 星期四: 11:30 – 12:00, 14:00 – 20:00 | 星期五: 11:30 – 12:00, 14:00 – 20:00 | 星期六: 休息 | 星期日: 休息",5,台北市,萬華區,醫院
保全獸醫院,108029台灣台北市萬華區西藏路326號,02 2302 4375,,3.8,80,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,4,台北市,萬華區,醫院
犬貓長照中心/寵物長照醫療/犬貓長照復健/高壓氧/水療機,108台灣台北市萬華區中華路二段2號1樓,02 2388 0122,,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台北市,萬華區,醫院
外星變形貓動物醫院｜犬貓內科與家醫科,108台灣台北市萬華區南寧路1號,,,5,33,,5,台北市,萬華區,醫院
名冠動物醫院,11078台灣台北市信義區中坡南路207號,02 2759 0447,https://m.facebook.com/Dr.SparrowLiu/,4.7,328,"星期一: 10:00 – 12:00, 14:00 – 20:00 | 星期二: 10:00 – 12:00, 14:00 – 20:00 | 星期三: 10:00 – 12:00, 14:00 – 20:00 | 星期四: 10:00 – 12:00, 14:00 – 20:00 | 星期五: 10:00 – 12:00, 14:00 – 20:00 | 星期六: 10:00 – 12:00, 14:00 – 20:00 | 星期日: 休息",5,台北市,信義區,醫院
玉山動物醫院,110台灣台北市信義區信義路六段37號,02 2346 6659,,4.6,95,"星期一: 15:00 – 21:00 | 星期二: 10:00 – 14:00, 17:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 14:00, 17:00 – 21:00 | 星期五: 10:00 – 14:00, 17:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息",5,台北市,信義區,醫院
文逸動物醫院,110台灣台北市信義區和平東路三段391巷8弄27號,02 2732 2254,,4.6,80,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 17:30 | 星期日: 休息,5,台北市,信義區,醫院
光蹄動物醫院│進階牙科│牙科X光│犬貓健檢│一般外科│一般內科│動物醫院推薦│,110台灣台北市信義區光復南路473巷11弄40號,02 8786 5931,https://www.facebook.com/profile.php?id=61573634392992&locale=zh_TW,5,8,"星期一: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 22:00 | 星期二: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 22:00 | 星期三: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 22:00 | 星期四: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 22:00 | 星期五: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 22:00 | 星期六: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 22:00 | 星期日: 休息",5,台北市,信義區,醫院
核心動物醫院,11494台灣台北市內湖區舊宗路一段50號,02 8791 0059,https://ahunicore.wordpress.com/,4.6,196,星期一: 休息 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 17:30 | 星期日: 休息,5,台北市,信義區,醫院
勾勾動物醫院 (4/12飼主講座 下午休診),115台灣台北市南港區重陽路144號,02 2651 0144,,5,35,"星期一: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:30 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:30 | 星期三: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:30 | 星期四: 休息 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:30 | 星期六: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:30 | 星期日: 10:00 – 12:00, 14:00 – 17:00, 17:30 – 20:00",5,台北市,信義區,醫院
溫莎動物醫院,111台灣台北市士林區德行東路83號,02 2834 5969,,3.8,68,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 休息 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,5,台北市,士林區,醫院
芝山動物醫院,111台灣台北市士林區文林路762-2號,02 2832 8385,https://www.facebook.com/z3vet,4.3,686,"星期一: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00 | 星期日: 10:00 – 12:00, 14:00 – 17:30, 19:00 – 21:00",5,台北市,士林區,醫院
劉動物醫院,111台灣台北市士林区士东路298號1樓,02 2836 5679,,4.8,214,"星期一: 09:00 – 11:59, 14:00 – 18:00 | 星期二: 09:00 – 11:59, 14:00 – 18:00 | 星期三: 09:00 – 11:59, 14:00 – 18:00 | 星期四: 09:00 – 11:59, 14:00 – 18:00 | 星期五: 09:00 – 11:59, 14:00 – 18:00 | 星期六: 09:00 – 11:59, 14:00 – 18:00 | 星期日: 休息",5,台北市,士林區,醫院
忠誠動物醫院,111台灣台北市士林區文林路734號,02 2835 1390,,4.6,63,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台北市,士林區,醫院
查米動物醫院,111台灣台北市士林區忠誠路二段70巷4號,02 2831 6759,,4.7,78,"星期一: 10:00 – 13:00, 14:30 – 21:00 | 星期二: 10:00 – 13:00, 14:30 – 21:00 | 星期三: 10:00 – 13:00, 14:30 – 21:00 | 星期四: 10:00 – 13:00, 14:30 – 21:00 | 星期五: 10:00 – 13:00, 14:30 – 21:00 | 星期六: 10:00 – 13:00, 14:30 – 19:30 | 星期日: 休息",5,台北市,士林區,醫院
微笑動物醫院,111台灣台北市士林區中山北路七段163號,02 2873 0728,,4.7,105,"星期一: 10:00 – 12:00, 13:30 – 21:00 | 星期二: 10:00 – 12:00, 13:30 – 21:00 | 星期三: 10:00 – 12:00, 13:30 – 21:00 | 星期四: 10:00 – 12:00, 13:30 – 21:00 | 星期五: 10:00 – 12:00, 13:30 – 21:00 | 星期六: 10:00 – 18:00 | 星期日: 休息",5,台北市,士林區,醫院
| 士林天母 | 尼古拉動物醫院,111台灣台北市士林區克強路23號,02 2832 3386,https://nicolasah.blogspot.com/p/blog-page_19.html,4.3,180,"星期一: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期二: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期三: 13:00 – 17:00, 18:00 – 21:00 | 星期四: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期五: 休息 | 星期六: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期日: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00",5,台北市,士林區,醫院
世東動物醫院,111028台灣台北市士林區士東路39號,02 2871 2529,http://stone39vet.com/,4.4,104,"星期一: 09:30 – 13:00, 14:00 – 21:00 | 星期二: 09:30 – 13:00, 14:00 – 21:00 | 星期三: 09:30 – 13:00, 14:00 – 21:00 | 星期四: 09:30 – 13:00, 14:00 – 21:00 | 星期五: 09:30 – 13:00, 14:00 – 21:00 | 星期六: 09:30 – 13:00, 14:00 – 21:00 | 星期日: 09:30 – 13:00, 14:00 – 17:00",5,台北市,士林區,醫院
DrQQ 常源動物醫院,11147台灣台北市士林區德行東路189號1樓,02 2837 0616,https://www.drqq.org/,4.2,159,"星期一: 休息 | 星期二: 09:30 – 12:30, 13:30 – 18:30 | 星期三: 09:30 – 12:30, 13:30 – 18:30 | 星期四: 09:30 – 12:30, 13:30 – 18:30 | 星期五: 09:30 – 12:30, 13:30 – 21:30 | 星期六: 09:30 – 12:30, 13:30 – 18:30 | 星期日: 休息",5,台北市,士林區,醫院
福臨動物醫院,111台灣台北市士林區中山北路五段519號1樓,02 2883 6500,,3.8,100,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台北市,士林區,醫院
信達犬貓專科醫院,111台灣台北市士林區華齡街22巷15弄5號,02 2881 2150,,4.1,15,,5,台北市,士林區,醫院
北投動物醫院（預約優先制）,112061台灣台北市北投區中央北路二段60-1號,02 2892 8665,https://www.facebook.com/%E5%8C%97%E6%8A%95%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-228158957204479/?view_public_for=228158957204479,4.7,250,"星期一: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 20:30 | 星期二: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 20:30 | 星期三: 09:30 – 12:00, 14:00 – 18:00 | 星期四: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 20:30 | 星期五: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 20:30 | 星期六: 09:30 – 12:00, 14:00 – 18:00 | 星期日: 休息",5,台北市,士林區,醫院
劍橋動物醫院,112台灣台北市北投區石牌路二段332-1號,02 2872 1398,https://www.facebook.com/%E5%8A%8D%E6%A9%8B%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-190560750983868/?ref=page_internal,4.4,125,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 18:00,5,台北市,士林區,醫院
加生動物醫院MLS雷射針灸治療中心,112台灣台北市北投區石牌路一段95號,02 2820 7218,https://www.youtube.com/watch?v=YKXVlE5ik40,4.8,343,"星期一: 09:00 – 12:00, 15:00 – 21:00 | 星期二: 09:00 – 12:00, 15:00 – 21:00 | 星期三: 09:00 – 12:00, 15:00 – 21:00 | 星期四: 09:00 – 12:00, 15:00 – 21:00 | 星期五: 09:00 – 12:00, 15:00 – 21:00 | 星期六: 09:00 – 12:00 | 星期日: 休息",5,台北市,士林區,醫院
厚德動物醫院,111台灣士林區華齡街54號,02 2883 1716,,3.8,42,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 休息,5,台北市,士林區,醫院
杜瑪動物醫院（全預約制）,112台灣台北市北投區大業路541號,02 2897 7779,https://dumaah.com/,4.6,230,"星期一: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 13:00, 14:00 – 17:00",5,台北市,士林區,醫院
萬達動物醫院,"1f, No. 18號義理街北投區台北市台灣 112",02 2821 0585,https://www.facebook.com/%E8%90%AC%E9%81%94%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-161458084582715/,4.9,112,"星期一: 09:00 – 13:00, 15:00 – 21:00 | 星期二: 09:00 – 13:00, 15:00 – 21:00 | 星期三: 休息 | 星期四: 09:00 – 13:00, 15:00 – 21:00 | 星期五: 09:00 – 13:00, 15:00 – 21:00 | 星期六: 09:00 – 13:00, 15:00 – 21:00 | 星期日: 09:00 – 15:00",5,台北市,士林區,醫院
全民動物醫院,112台灣台北市北投區懷德街6-3號,02 2893 9752,,4.3,91,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 12:00,5,台北市,士林區,醫院
中英動物醫院,112台灣台北市北投區中央北路一段149號,02 2893 6119,,4.5,1108,"星期一: 09:30 – 12:30, 15:00 – 20:30 | 星期二: 09:30 – 12:30, 15:00 – 20:30 | 星期三: 09:30 – 12:30, 15:00 – 20:30 | 星期四: 09:30 – 12:30, 15:00 – 20:30 | 星期五: 09:30 – 12:30, 15:00 – 20:30 | 星期六: 09:30 – 12:30, 15:00 – 20:30 | 星期日: 09:30 – 12:30, 15:00 – 16:30",5,台北市,士林區,醫院
明德動物醫院,112台灣台北市北投區明德路115號,02 2823 9018,,3.7,143,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台北市,士林區,醫院
陽明家畜醫院,111台灣台北市士林區天母東路1之6號,02 2872 6911,https://www.facebook.com/YangMingVH,4.5,264,"星期一: 09:00 – 12:30, 13:30 – 20:30 | 星期二: 09:00 – 12:30, 13:30 – 20:30 | 星期三: 09:00 – 12:30, 13:30 – 20:30 | 星期四: 09:00 – 12:30, 13:30 – 20:30 | 星期五: 09:00 – 12:30, 13:30 – 20:30 | 星期六: 09:00 – 12:30, 13:30 – 20:30 | 星期日: 09:00 – 14:00",4,台北市,士林區,醫院
士林獸醫院 士林區中正路379號ㄧ樓,111台灣台北市士林區中正路381號,02 2882 2193,https://www.facebook.com/shihlinah?mibextid=ZbWKwL,4.8,24,"星期一: 09:00 – 12:00, 15:00 – 21:00 | 星期二: 09:00 – 12:00, 15:00 – 21:00 | 星期三: 09:00 – 12:00, 15:00 – 21:00 | 星期四: 09:00 – 12:00, 15:00 – 21:00 | 星期五: 09:00 – 12:00, 15:00 – 21:00 | 星期六: 09:00 – 12:00, 15:00 – 21:00 | 星期日: 休息",4,台北市,士林區,醫院
天母家畜醫院,111台灣台北市士林區中山北路六段431-3號,02 2874 6381,https://www.facebook.com/%E5%A4%A9%E6%AF%8D%E5%AE%B6%E7%95%9C%E9%86%AB%E9%99%A2%E7%B2%89%E7%B5%B2%E5%9C%98-216665705024811,4.6,127,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,4,台北市,士林區,醫院
和欣動物醫院,112台灣台北市北投區雙全街7號,02 2897 3439,,4.6,220,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 休息,5,台北市,士林區,醫院
湖光動物醫院(週日有營業 提供刷卡服務),112台灣台北市北投區大業路631號,02 2896 6079,https://zh-tw.facebook.com/HuGuang.TP/,4.7,328,"星期一: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00 | 星期二: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00 | 星期三: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00 | 星期四: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00 | 星期五: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00 | 星期六: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00 | 星期日: 10:00 – 11:30, 13:00 – 16:30, 18:00 – 20:00",5,台北市,士林區,醫院
艾美動物醫院,114台灣台北市內湖區港墘路107號,02 2658 0768,https://fb.me/AiMeiDVM,4.9,186,"星期一: 10:00 – 13:00, 15:00 – 20:30 | 星期二: 10:00 – 13:00, 15:00 – 20:30 | 星期三: 10:00 – 13:00, 15:00 – 20:30 | 星期四: 休息 | 星期五: 10:00 – 13:00, 15:00 – 20:30 | 星期六: 10:00 – 17:30 | 星期日: 10:00 – 17:30",5,台北市,士林區,醫院
百威動物醫院,112台灣北投區中和街288號,02 2891 0951,,4.6,152,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 休息,5,台北市,士林區,醫院
利昂動物醫院,114台灣台北市內湖區文德路217號,02 2797 5507,https://instagram.com/leonvet1211?igshid=YmMyMTA2M2Y=,4.9,87,星期一: 10:00 – 20:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:00 | 星期日: 休息,5,台北市,士林區,醫院
禾亞動物醫院,112台灣台北市北投區北投路二段19號,02 2898 6072,https://www.facebook.com/HoYaVH/?ref=bookmarks,4.8,107,"星期一: 10:00 – 12:00, 15:00 – 21:00 | 星期二: 10:00 – 12:00, 15:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 12:00, 15:00 – 21:00 | 星期五: 10:00 – 12:00, 15:00 – 21:00 | 星期六: 10:00 – 12:00, 15:00 – 21:00 | 星期日: 15:00 – 21:00",5,台北市,北投區,醫院
丹堤動物醫院,112台灣台北市北投區知行路208-2號,02 2858 5848,https://www.dant.live/,4.3,105,星期一: 09:30 – 21:00 | 星期二: 休息 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 09:30 – 21:00,5,台北市,北投區,醫院
大同動物醫院,112台灣台北市北投區中央北路二段112號,02 2895 9607,,4.3,57,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台北市,北投區,醫院
旺旺動物醫院,112台灣北投區東華街二段2號,02 2820 3693,,4,53,"星期一: 09:30 – 12:00, 14:00 – 21:30 | 星期二: 09:30 – 12:00, 14:00 – 21:30 | 星期三: 09:30 – 12:00, 14:00 – 21:30 | 星期四: 09:30 – 12:00, 14:00 – 21:30 | 星期五: 09:30 – 12:00, 14:00 – 21:30 | 星期六: 09:30 – 12:00, 14:00 – 21:30 | 星期日: 09:30 – 21:30",5,台北市,北投區,醫院
聯合動物醫院,112台灣台北市北投區裕民一路40巷29號,02 2828 2117,,3.9,9,,5,台北市,北投區,醫院
芯安動物醫院,"1樓, No. 33之7號民族路淡水區新北市台灣 251",02 2808 6596,,4.8,195,"星期一: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期三: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期四: 10:00 – 12:00, 14:00 – 17:00 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00 | 星期日: 休息",5,台北市,北投區,醫院
角落動物醫院-內湖犬貓心臟科/內外科/牙科｜寵物健康檢查｜貓狗皮膚病 心臟病治療,11457台灣台北市內湖區金湖路22號1樓,02 2792 6858,https://www.cornerah.com.tw/index.html,4.6,350,"星期一: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:30 | 星期二: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:30 | 星期三: 休息 | 星期四: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:30 | 星期五: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:30 | 星期六: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:30 | 星期日: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:30",5,台北市,內湖區,醫院
德安動物醫院,114台灣台北市內湖區內湖路一段611號,02 2658 2478,,4.5,148,"星期一: 10:00 – 12:00, 15:00 – 21:00 | 星期二: 10:00 – 12:00, 15:00 – 21:00 | 星期三: 10:00 – 12:00, 15:00 – 21:00 | 星期四: 10:00 – 12:00, 15:00 – 21:00 | 星期五: 10:00 – 12:00, 15:00 – 21:00 | 星期六: 10:00 – 12:00, 15:00 – 18:00 | 星期日: 休息",5,台北市,內湖區,醫院
🏥 內湖佳恩動物醫院｜台北動物醫院推薦・中獸醫・寵物針灸・復健專科,114台灣台北市內湖區成功路四段311號,02 2794 1290,https://www.facebook.com/vetinlife/?ref=aymt_homepage_panel&eid=ARDdcspWOHZi5UXfPuv4X5mJucoTDYdcBbyn81gAze35ggE86zWJubCKN58qV1sd5rchwbQrGLmIVaND,4.6,180,"星期一: 10:30 – 12:30, 13:30 – 20:00 | 星期二: 10:30 – 12:30, 13:30 – 20:00 | 星期三: 10:30 – 12:30, 13:30 – 19:00 | 星期四: 10:30 – 12:30, 13:30 – 20:00 | 星期五: 10:30 – 12:30, 13:30 – 20:00 | 星期六: 10:30 – 12:30, 13:30 – 19:00 | 星期日: 休息",5,台北市,內湖區,醫院
維康動物醫院,114台灣台北市內湖區成功路三段150號,02 2793 7293,http://www.wellcarevet.com/index.php,4.3,464,"星期一: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00",5,台北市,內湖區,醫院
佳康動物醫院,114台灣台北市內湖區康寧路三段169-1號號 1 號,02 2631 8345,https://www.facebook.com/jiakang26318345,4.8,157,星期一: 14:00 – 22:00 | 星期二: 14:00 – 22:00 | 星期三: 14:00 – 22:00 | 星期四: 14:00 – 22:00 | 星期五: 14:00 – 22:00 | 星期六: 14:00 – 22:00 | 星期日: 休息,5,台北市,內湖區,醫院
大湖動物醫院,114台灣台北市內湖區成功路五段10號,02 2796 8241,,4.7,123,星期一: 休息 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 17:00 | 星期日: 休息,5,台北市,內湖區,醫院
康泰動物醫院,114台灣台北市內湖區康樂街164-1號,02 2631 3068,,4.7,86,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台北市,內湖區,醫院
勝利動物醫院,114台灣台北市內湖區康樂街116之2號,02 2632 7815,,4.4,283,"星期一: 09:30 – 12:30, 14:00 – 20:00 | 星期二: 09:30 – 12:30, 14:00 – 20:00 | 星期三: 09:30 – 12:30, 14:00 – 20:00 | 星期四: 09:30 – 12:30, 14:00 – 20:00 | 星期五: 09:30 – 12:30, 14:00 – 20:00 | 星期六: 09:30 – 12:30, 14:00 – 19:00 | 星期日: 休息",5,台北市,內湖區,醫院
西湖動物醫院,114台灣內湖區內湖路一段341號,02 2799 0700,,4.6,179,星期一: 休息 | 星期二: 15:00 – 21:00 | 星期三: 15:00 – 21:00 | 星期四: 15:00 – 21:00 | 星期五: 15:00 – 21:00 | 星期六: 15:00 – 21:00 | 星期日: 休息,5,台北市,內湖區,醫院
宇恆動物醫院,114台灣台北市內湖區民權東路六段57號,02 2795 1676,,4.3,248,"星期一: 10:30 – 12:30, 14:00 – 18:00, 19:00 – 21:00 | 星期二: 10:30 – 12:30, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 10:30 – 12:30, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 10:30 – 12:30, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 10:30 – 12:30, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 10:30 – 14:30 | 星期日: 休息",5,台北市,內湖區,醫院
長慶動物醫院,114060台灣台北市內湖區東湖路7巷7號,02 2633 1257,,4.7,120,"星期一: 09:30 – 12:00, 14:00 – 18:00, 18:30 – 21:30 | 星期二: 09:30 – 12:00, 14:00 – 18:00, 18:30 – 21:30 | 星期三: 09:30 – 12:00, 14:00 – 18:00, 18:30 – 21:30 | 星期四: 09:30 – 12:00, 14:00 – 18:00, 18:30 – 21:30 | 星期五: 09:30 – 12:00, 14:00 – 18:00, 18:30 – 21:30 | 星期六: 09:30 – 12:00, 14:00 – 18:00, 18:30 – 21:30 | 星期日: 休息",5,台北市,內湖區,醫院
光點犬貓專科醫院 Spot Animal Hospital,114台灣台北市內湖區內湖路二段468及470號,02 2790 0180,https://spot-animal.com/,4.6,160,"星期一: 10:00 – 13:00, 14:00 – 20:00 | 星期二: 10:00 – 13:00, 14:00 – 20:00 | 星期三: 10:00 – 13:00, 14:00 – 20:00 | 星期四: 10:00 – 13:00, 14:00 – 20:00 | 星期五: 10:00 – 13:00, 14:00 – 20:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00",5,台北市,內湖區,醫院
全安動物醫院,114台灣內湖區東湖路113巷54號,02 2633 6495,,4.9,148,"星期一: 09:00 – 12:00, 14:00 – 19:00, 19:30 – 21:30 | 星期二: 09:00 – 12:00, 14:00 – 19:00, 19:30 – 21:30 | 星期三: 09:00 – 12:00, 14:00 – 19:00, 19:30 – 21:30 | 星期四: 09:00 – 12:00, 14:00 – 19:00, 19:30 – 21:30 | 星期五: 09:00 – 12:00, 14:00 – 19:00, 19:30 – 21:30 | 星期六: 09:00 – 12:00, 14:00 – 19:00, 19:30 – 21:30 | 星期日: 休息",5,台北市,內湖區,醫院
